4.86563	0.526985	0.238299	0.161008	0.0262682	0.0162047
4.74551	0.459331	0.272843	0.156923	0.0269044	0.0171165
4.546	0.472987	0.255302	0.156727	0.0261159	0.0163377
4.93452	0.461576	0.275719	0.165339	0.0273455	0.017444
4.8608	0.482443	0.257005	0.158336	0.0265435	0.0167026
5.20726	0.551584	0.226601	0.17114	0.0265478	0.0161738
5.06589	0.527955	0.247697	0.167099	0.0267197	0.0166616
4.83619	0.492421	0.260513	0.160601	0.026509	0.016631
4.93618	0.4924	0.226092	0.164877	0.0258553	0.0160507
4.7302	0.542344	0.247992	0.152093	0.0268284	0.0165066
4.80191	0.50781	0.240999	0.157294	0.0258832	0.0161252
5.03248	0.493043	0.245569	0.164462	0.0263788	0.0165198
4.90545	0.512752	0.22528	0.162086	0.0262792	0.0160991
4.90823	0.503148	0.241363	0.159633	0.0266644	0.0167435
4.80102	0.441983	0.281467	0.156388	0.0262354	0.0168087
4.6028	0.46413	0.251534	0.151578	0.0262386	0.0165717
4.96848	0.53108	0.228808	0.170646	0.0268441	0.0165997
4.97143	0.517092	0.241214	0.166585	0.0266249	0.0166054
5.03678	0.499945	0.253855	0.169431	0.0274673	0.0172465
4.84189	0.466797	0.257677	0.159989	0.0262968	0.0165473
4.98871	0.470473	0.247122	0.175336	0.0269159	0.0168985
4.87299	0.469721	0.256503	0.162173	0.0267003	0.0169039
5.13948	0.488485	0.246959	0.169847	0.0268763	0.0168366
4.91181	0.513372	0.247011	0.162643	0.026675	0.0165783
5.04204	0.452812	0.268585	0.167886	0.0267366	0.0171261
4.81158	0.460481	0.287839	0.16064	0.0269348	0.017363
4.68587	0.494701	0.24857	0.155008	0.0265992	0.0166272
5.07315	0.450278	0.245918	0.167431	0.0259221	0.0163442
4.89915	0.480228	0.254921	0.161057	0.0265972	0.0167428
4.80093	0.52736	0.21965	0.154868	0.0266019	0.0163887
4.84314	0.476308	0.268288	0.163303	0.0272363	0.017245
5.041	0.496015	0.270804	0.166368	0.026894	0.0170504
5.06235	0.481457	0.254851	0.17186	0.0267812	0.0168777
4.99814	0.502647	0.227806	0.16383	0.0262712	0.0163349
4.848	0.459136	0.265703	0.162082	0.0266133	0.0168823
4.94249	0.520959	0.233731	0.16123	0.0264061	0.0163107
4.89242	0.497482	0.225831	0.164519	0.0259483	0.0160537
5.07812	0.513899	0.249501	0.167166	0.026204	0.0164345
4.90029	0.495719	0.257905	0.159612	0.0271277	0.0171222
5.03656	0.498864	0.232157	0.166906	0.0255103	0.0157068
4.95326	0.506729	0.233888	0.162208	0.0265747	0.0163987
4.91861	0.499003	0.258803	0.164761	0.0269866	0.0169144
4.94144	0.437391	0.265123	0.167967	0.0270439	0.017503
4.95419	0.544499	0.237757	0.163997	0.0276355	0.0170166
5.08036	0.47862	0.242688	0.178157	0.0263544	0.0164729
4.73027	0.504758	0.255595	0.161931	0.0265367	0.0165283
4.95107	0.557841	0.224821	0.166358	0.0277446	0.0169753
4.76571	0.491897	0.261104	0.155723	0.026874	0.0169198
4.86296	0.475446	0.234329	0.158633	0.0258034	0.0162266
5.04329	0.460636	0.257411	0.17134	0.0268498	0.0170012
4.82081	0.512557	0.246765	0.160373	0.0266745	0.0166559
4.74212	0.500598	0.244833	0.155766	0.0262159	0.0164285
4.94068	0.45929	0.261678	0.164084	0.0270352	0.0171877
4.7136	0.506115	0.24546	0.15078	0.0265188	0.0164955
5.27546	0.52605	0.238011	0.176366	0.0261696	0.0162024
4.84892	0.513195	0.229432	0.163048	0.026244	0.0160704
4.98114	0.534894	0.248365	0.172486	0.0279419	0.0173434
5.02239	0.540349	0.217232	0.163938	0.0258704	0.015669
4.6226	0.51276	0.242467	0.154088	0.0266096	0.0166201
4.96764	0.532823	0.22622	0.15991	0.0263051	0.0160906
4.82974	0.4969	0.237866	0.161189	0.0260587	0.0163018
5.00575	0.473843	0.251343	0.17017	0.027001	0.0170101
4.80067	0.537494	0.208667	0.162223	0.0262822	0.0159178
4.60255	0.527621	0.232444	0.152384	0.0261339	0.0160178
4.83019	0.487284	0.228706	0.161404	0.0259741	0.016144
4.85659	0.516729	0.24366	0.162139	0.0267491	0.0165508
5.10686	0.52471	0.219788	0.168231	0.0264183	0.0162558
4.82742	0.490496	0.265537	0.15976	0.0275247	0.0174953
4.82596	0.550005	0.236333	0.157893	0.0266802	0.0162676
4.79841	0.501916	0.246891	0.159962	0.0270608	0.0170417
4.96829	0.501983	0.251901	0.162369	0.0270686	0.0170521
4.91621	0.502516	0.243157	0.167545	0.026999	0.0168665
5.12805	0.459892	0.261028	0.167384	0.026665	0.017009
5.14042	0.455964	0.25699	0.175685	0.0264103	0.0168097
4.86967	0.539396	0.22348	0.159064	0.0261096	0.0158321
5.17976	0.493797	0.252927	0.172228	0.0271763	0.0170731
5.21033	0.504425	0.271797	0.170225	0.0270348	0.0170482
4.97911	0.500254	0.232116	0.165675	0.0262626	0.0164115
5.08576	0.570486	0.216371	0.162938	0.0261219	0.0157875
4.9415	0.523996	0.241812	0.162617	0.0268968	0.0167788
4.852	0.467139	0.271321	0.162656	0.0266801	0.0170168
5.01313	0.473459	0.239876	0.161646	0.0262336	0.0165066
4.93496	0.493171	0.25337	0.164981	0.0266788	0.0168948
4.7431	0.46729	0.263113	0.157135	0.0267721	0.0169484
4.89119	0.506275	0.249415	0.164206	0.0271781	0.0169489
4.95772	0.500199	0.255531	0.162716	0.0264508	0.0166427
