fit,0.125162,0.00282057,0.501212,0.023523,0.494184,0.0179648,1.28935e+06,2000,-10,10
fit,0.126639,0.00292816,0.492397,0.0241367,0.513113,0.0187551,1.23935e+06,2000,-10,10
fit,0.12581,0.00287675,0.503347,0.0242129,0.51134,0.0186529,1.24876e+06,2000,-10,10
fit,0.131849,0.00301909,0.483917,0.0238436,0.505327,0.018475,1.2489e+06,2000,-10,10
fit,0.129127,0.00294444,0.488268,0.0240967,0.514576,0.0186903,1.24462e+06,2000,-10,10
fit,0.126377,0.00290855,0.495118,0.024104,0.505928,0.0185986,1.24074e+06,2000,-10,10
fit,0.129098,0.00293349,0.488277,0.0238894,0.504474,0.0184695,1.24814e+06,2000,-10,10
fit,0.128742,0.00300987,0.509889,0.0244209,0.491328,0.0185224,1.22117e+06,2000,-10,10
fit,0.123434,0.00285387,0.513741,0.0179636,0.495161,0.0160347,1.25897e+06,2000,-10,10
fit,0.130204,0.00303056,0.481279,0.0241426,0.513456,0.0188762,1.2297e+06,2000,-10,10
fit,0.122927,0.00276378,0.502782,0.0242167,0.509187,0.0186306,1.24326e+06,2000,-10,10
fit,0.128228,0.0029783,0.48976,0.0238053,0.495857,0.0183013,1.24855e+06,2000,-10,10
fit,0.124196,0.00289093,0.504817,0.0208448,0.488752,0.0177216,1.25238e+06,2000,-10,10
fit,0.125629,0.00285508,0.502383,0.0240207,0.502577,0.018395,1.25597e+06,2000,-10,10
fit,0.125697,0.00291239,0.506916,0.0243952,0.502557,0.0186903,1.22839e+06,2000,-10,10
fit,0.126304,0.00286776,0.472197,0.0235707,0.508681,0.018434,1.26444e+06,2000,-10,10
fit,0.126599,0.0029052,0.532649,0.024453,0.485509,0.018297,1.23639e+06,2000,-10,10
fit,0.130749,0.00302829,0.504016,0.0238925,0.471762,0.0178966,1.24279e+06,2000,-10,10
fit,0.12669,0.00288089,0.485554,0.0239678,0.507079,0.0185726,1.24713e+06,2000,-10,10
fit,0.124821,0.00283308,0.503576,0.0242456,0.50908,0.0186484,1.241e+06,2000,-10,10
fit,0.12533,0.00286003,0.482137,0.0234657,0.496894,0.0181208,1.27869e+06,2000,-10,10
fit,0.128847,0.0030195,0.482779,0.0243916,0.515236,0.0190317,1.21147e+06,2000,-10,10
fit,0.126292,0.00293665,0.512334,0.0240097,0.475339,0.018018,1.24311e+06,2000,-10,10
fit,0.126279,0.00283895,0.532886,0.0248249,0.502373,0.0187579,1.2165e+06,2000,-10,10
fit,0.126179,0.00291141,0.484537,0.0236093,0.499506,0.0182382,1.26671e+06,2000,-10,10
fit,0.122329,0.0028938,0.490325,0.0240516,0.50945,0.0181978,1.24672e+06,2000,-10,10
fit,0.128063,0.002925,0.503316,0.0242612,0.508666,0.0186486,1.23632e+06,2000,-10,10
