In132	240	1	0.215972	0.0081985	0.0772199	0.0161678	0.022225	0.013675
In133	240	2	0.165196	0.00128588	0.845871	0.00668855	0.00324821	0.00148245
In134	240	3	0.130262	0.00165513	0.786402	0.0141105	0.130449	0.00682748
In135	240	4	0.103692	0.00444258	0.775494	0.0368248	0.0920096	0.0150171
Sn134	240	5	1.00237	0.0382058	0.0392642	0.0638179	0.187945	0.0756224
Sn135	240	6	0.544925	0.0370524	0.0328563	0.0487231	0.120782	0.0578536
Sn136	240	7	0.354232	0.00416946	0.179804	0.00635875	0.00325113	0.00144471
Sn137	240	8	0.226719	0.00509513	0.211406	0.0156126	0.0104206	0.00415224
Sn138	240	9	0.15968	0.0146534	0.132144	0.0770921	0.119776	0.0622177
Cd131	240	10	0.100301	0.00177558	0.138534	0.00732034	1.19441E-06	0.00365514
Cd132	240	11	0.0855874	0.00268528	0.907511	0.0322838	0.0203793	0.0126244
Cd133	240	12	0.0604616	0.00768458	0.636933	0.112913	0.0903815	0.049069
Ag130	240	13	0.0447433	0.00458148	0.460241	0.119695	0.0994183	0.0973286

