100	0.354498	0.00447107	0.175818	0.00524973	0.00137174	0.00103483
120	0.35687	0.00401738	0.178378	0.00531779	0.00170299	0.0010517
140	0.357201	0.00384781	0.179946	0.0054488	0.00221628	0.00109669
160	0.355057	0.00383719	0.180342	0.00563827	0.00252338	0.00126303
180	0.354215	0.00390464	0.179457	0.00571603	0.00272345	0.00126886
200	0.35365	0.00400817	0.179512	0.00584783	0.00267763	0.00129278
220	0.353847	0.00406086	0.179493	0.00625028	0.00270209	0.00173116
240	0.354232	0.00416946	0.179804	0.00635875	0.00325113	0.00144471
