Ag129	613	308	38232
Ag130	90	91	3099
Ag131	31	29	580
Cd130	1160	613	285347
Cd131	1035	890	94274
Cd132	1104	1081	18247
Cd133	127	138	1774
In131	87	88	36702
In132	107	139	10482
In133	11127	14997	194956
In134	5644	7142	71728
In135	1050	1090	11081
Sn134	455	423	15057
Sn135	195	207	8735
Sn136	4703	4119	129704
Sn137	1873	1393	37051
Sn138	141	92	2770
