



 PAIRING FACTOR=  0.500

 M*,R0  A DEPENDENT AND ALP= 0.600

 WITHOUT BOTTOM RAISING



 ALL-F
 ALL-G-T
 1ST-0A
 1ST-1V
 1ST-1A
 1ST-2A

 MODIFIED  LORENTZ TYPE II + HYPERBOLIC-SEC

 SIGMA1,2 INDEPEND ON THE MASS NUMBER AND SIGMA3=     40.00
 GAMMA=      100.00
 C1= 0.700     C2= 0.300

-----------------------------------------------------------


Calculated by using Gross Theory ver.2  with KTUY mass formula




 Beta    Z    N    A       Q-value   Half-life
 
minus                       (MeV)       (sec)

   -1   81  211  292        25.0753  0.9207E-04
   -1   81  212  293        23.9290  0.8785E-04
   -1   81  213  294        25.4324  0.8361E-04
   -1   81  214  295        24.3145  0.7934E-04
   -1   81  215  296        25.8271  0.7538E-04
   -1   81  216  297        24.7056  0.7167E-04
   -1   81  217  298        26.1616  0.6900E-04
   -1   82  127  209         0.8413  0.4914E+04
   -1   82  129  211         1.7764  0.2974E+03
   -1   82  130  212         0.4036  0.8311E+04
   -1   82  131  213         2.3262  0.9901E+02
   -1   82  132  214         0.9780  0.3420E+03
   -1   82  133  215         2.9055  0.3507E+02
   -1   82  134  216         1.5772  0.5133E+02
   -1   82  135  217         3.4732  0.1343E+02
   -1   82  136  218         2.1831  0.1297E+02
   -1   82  137  219         4.3087  0.3780E+01
   -1   82  138  220         3.2129  0.2331E+01
   -1   82  139  221         5.2993  0.1060E+01
   -1   82  140  222         3.8550  0.9957E+00
   -1   82  141  223         5.8167  0.5890E+00
   -1   82  142  224         4.3776  0.5408E+00
   -1   82  143  225         6.2781  0.3627E+00
   -1   82  144  226         4.9129  0.3079E+00
   -1   82  145  227         6.8180  0.2155E+00
   -1   82  146  228         5.4513  0.1840E+00
   -1   82  147  229         7.3484  0.1344E+00
   -1   82  148  230         6.0094  0.1253E+00
   -1   82  149  231         7.8391  0.8575E-01
   -1   82  150  232         6.4988  0.8379E-01
   -1   82  151  233         8.2886  0.6051E-01
   -1   82  152  234         7.0161  0.5636E-01
   -1   82  153  235         8.8292  0.4093E-01
   -1   82  154  236         7.5276  0.3901E-01
   -1   82  155  237         9.2985  0.2965E-01
   -1   82  156  238         8.0508  0.2739E-01
   -1   82  157  239         9.7873  0.2157E-01
   -1   82  158  240         8.1107  0.2594E-01
   -1   82  159  241         9.6093  0.2358E-01
   -1   82  160  242         8.3192  0.2244E-01
   -1   82  161  243        10.0364  0.1797E-01
   -1   82  162  244         8.7775  0.1684E-01
   -1   82  163  245        10.4181  0.1421E-01
   -1   82  164  246         9.0955  0.1384E-01
   -1   82  165  247        11.3087  0.8677E-02
   -1   82  166  248        10.1582  0.7763E-02
   -1   82  167  249        11.9634  0.6163E-02
   -1   82  168  250        10.6717  0.5938E-02
   -1   82  169  251        12.3167  0.5124E-02
   -1   82  170  252        11.0152  0.4968E-02
   -1   82  171  253        12.6928  0.4239E-02
   -1   82  172  254        11.4853  0.3946E-02
   -1   82  173  255        13.3283  0.3150E-02
   -1   82  174  256        12.1898  0.2860E-02
   -1   82  175  257        13.9380  0.2399E-02
   -1   82  176  258        12.7348  0.2247E-02
   -1   82  177  259        14.5470  0.1850E-02
   -1   82  178  260        13.5113  0.1630E-02
   -1   82  179  261        15.3081  0.1362E-02
   -1   82  180  262        14.1584  0.1260E-02
   -1   82  181  263        15.7878  0.1125E-02
   -1   82  182  264        14.5341  0.1083E-02
   -1   82  183  265        16.2680  0.9347E-03
   -1   82  184  266        15.0163  0.9009E-03
   -1   82  185  267        16.4480  0.8650E-03
   -1   82  186  268        16.2830  0.5822E-03
   -1   82  187  269        17.9786  0.5151E-03
   -1   82  188  270        17.0015  0.4580E-03
   -1   82  189  271        18.7564  0.3997E-03
   -1   82  190  272        17.5148  0.3865E-03
   -1   82  191  273        19.2129  0.3441E-03
   -1   82  192  274        17.9540  0.3348E-03
   -1   82  193  275        19.4845  0.3135E-03
   -1   82  194  276        18.4353  0.2875E-03
   -1   82  195  277        19.7464  0.2867E-03
   -1   82  196  278        18.6861  0.2642E-03
   -1   82  197  279        20.0785  0.2575E-03
   -1   82  198  280        18.8632  0.2481E-03
   -1   82  199  281        20.4676  0.2280E-03
   -1   82  200  282        19.2543  0.2198E-03
   -1   82  201  283        20.8151  0.2046E-03
   -1   82  202  284        19.5856  0.1983E-03
   -1   82  203  285        21.1120  0.1865E-03
   -1   82  204  286        19.9033  0.1799E-03
   -1   82  205  287        21.4210  0.1696E-03
   -1   82  206  288        20.2765  0.1611E-03
   -1   82  207  289        21.8257  0.1507E-03
   -1   82  208  290        20.6963  0.1428E-03
   -1   82  209  291        22.2745  0.1328E-03
   -1   82  210  292        21.1621  0.1254E-03
   -1   82  211  293        22.7364  0.1169E-03
   -1   82  212  294        21.5980  0.1112E-03
   -1   82  213  295        23.1317  0.1048E-03
   -1   82  214  296        22.0117  0.9943E-04
   -1   82  215  297        23.4893  0.9497E-04
   -1   82  216  298        22.3802  0.8998E-04
   -1   82  217  299        23.8962  0.8522E-04
   -1   82  218  300        22.7805  0.8097E-04
   -1   82  219  301        24.2534  0.7748E-04
   -1   82  220  302        22.9922  0.7618E-04
   -1   83  127  210         2.0104  0.1548E+04
   -1   83  128  211         0.6534  0.1037E+05
   -1   83  129  212         2.9156  0.2935E+03
   -1   83  130  213         1.9478  0.1782E+03
   -1   83  131  214         4.0917  0.3732E+02
   -1   83  132  215         2.7242  0.4281E+02
   -1   83  133  216         4.5413  0.1882E+02
   -1   83  134  217         3.4138  0.1362E+02
   -1   83  135  218         5.3570  0.6010E+01
   -1   83  136  219         4.0643  0.5035E+01
   -1   83  137  220         5.9282  0.2842E+01
   -1   83  138  221         4.4790  0.2791E+01
   -1   83  139  222         6.5051  0.1404E+01
   -1   83  140  223         5.0989  0.1258E+01
   -1   83  141  224         7.0768  0.7350E+00
   -1   83  142  225         5.6757  0.6443E+00
   -1   83  143  226         7.5482  0.4462E+00
   -1   83  144  227         6.2017  0.3689E+00
   -1   83  145  228         8.0454  0.2732E+00
   -1   83  146  229         6.7524  0.2160E+00
   -1   83  147  230         8.5715  0.1392E+00
   -1   83  148  231         7.3094  0.1266E+00
   -1   83  149  232         9.1390  0.8724E-01
   -1   83  150  233         7.8564  0.8091E-01
   -1   83  151  234         9.5982  0.6099E-01
   -1   83  152  235         8.3220  0.5650E-01
   -1   83  153  236        10.0947  0.4238E-01
   -1   83  154  237         8.7917  0.4014E-01
   -1   83  155  238        10.5825  0.3022E-01
   -1   83  156  239         9.3048  0.2825E-01
   -1   83  157  240        11.0590  0.2208E-01
   -1   83  158  241         9.5686  0.2355E-01
   -1   83  159  242        11.0501  0.2178E-01
   -1   83  160  243         9.6475  0.2205E-01
   -1   83  161  244        11.3553  0.1784E-01
   -1   83  162  245        10.0177  0.1739E-01
   -1   83  163  246        11.7153  0.1425E-01
   -1   83  164  247        10.3808  0.1389E-01
   -1   83  165  248        12.5159  0.9082E-02
   -1   83  166  249        11.2415  0.8600E-02
   -1   83  167  250        13.0585  0.6778E-02
   -1   83  168  251        11.9222  0.6020E-02
   -1   83  169  252        13.6549  0.4998E-02
   -1   83  170  253        12.3467  0.4839E-02
   -1   83  171  254        13.9759  0.4235E-02
   -1   83  172  255        12.8139  0.3845E-02
   -1   83  173  256        14.5575  0.3214E-02
   -1   83  174  257        13.3852  0.2946E-02
   -1   83  175  258        15.1895  0.2417E-02
   -1   83  176  259        14.0977  0.2154E-02
   -1   83  177  260        15.8639  0.1811E-02
   -1   83  178  261        14.7014  0.1669E-02
   -1   83  179  262        16.4200  0.1438E-02
   -1   83  180  263        15.3014  0.1309E-02
   -1   83  181  264        17.0750  0.1111E-02
   -1   83  182  265        16.0020  0.9994E-03
   -1   83  183  266        17.7601  0.8581E-03
   -1   83  184  267        16.6705  0.7805E-03
   -1   83  185  268        18.2684  0.7108E-03
   -1   83  186  269        17.4689  0.5901E-03
   -1   83  187  270        18.9412  0.5614E-03
   -1   83  188  271        17.7584  0.5300E-03
   -1   83  189  272        19.7526  0.4287E-03
   -1   83  190  273        18.6042  0.4017E-03
   -1   83  191  274        20.2565  0.3627E-03
   -1   83  192  275        18.9881  0.3530E-03
   -1   83  193  276        20.5696  0.3259E-03
   -1   83  194  277        19.5432  0.2960E-03
   -1   83  195  278        21.1130  0.2746E-03
   -1   83  196  279        19.9101  0.2629E-03
   -1   83  197  280        21.4697  0.2449E-03
   -1   83  198  281        20.2140  0.2382E-03
   -1   83  199  282        21.7537  0.2232E-03
   -1   83  200  283        20.5369  0.2150E-03
   -1   83  201  284        22.0959  0.2005E-03
   -1   83  202  285        20.8778  0.1934E-03
   -1   83  203  286        22.4238  0.1811E-03
   -1   83  204  287        21.2394  0.1733E-03
   -1   83  205  288        22.7200  0.1653E-03
   -1   83  206  289        21.5345  0.1583E-03
   -1   83  207  290        23.0412  0.1500E-03
   -1   83  208  291        21.8636  0.1436E-03
   -1   83  209  292        23.3632  0.1363E-03
   -1   83  210  293        22.2277  0.1292E-03
   -1   83  211  294        23.7853  0.1210E-03
   -1   83  212  295        22.6858  0.1138E-03
   -1   83  213  296        24.2446  0.1066E-03
   -1   83  214  297        23.1420  0.1006E-03
   -1   83  215  298        24.6526  0.9541E-04
   -1   83  216  299        23.5243  0.9065E-04
   -1   83  217  300        25.0313  0.8611E-04
   -1   83  218  301        23.9135  0.8170E-04
   -1   83  219  302        25.4396  0.7731E-04
   -1   83  220  303        24.3246  0.7340E-04
   -1   83  221  304        25.6100  0.7341E-04
   -1   83  222  305        24.1025  0.7628E-04
   -1   84  131  215         1.1808  0.1307E+04
   -1   84  132  216         0.3631  0.1076E+05
   -1   84  133  217         2.1011  0.1401E+03
   -1   84  134  218         0.9791  0.3096E+03
   -1   84  135  219         2.7908  0.3961E+02
   -1   84  136  220         1.4896  0.5902E+02
   -1   84  137  221         3.3882  0.1422E+02
   -1   84  138  222         1.9048  0.2112E+02
   -1   84  139  223         3.8835  0.6434E+01
   -1   84  140  224         2.4827  0.6700E+01
   -1   84  141  225         4.4557  0.2794E+01
   -1   84  142  226         3.1613  0.2262E+01
   -1   84  143  227         5.0161  0.1338E+01
   -1   84  144  228         3.7469  0.1027E+01
   -1   84  145  229         5.5459  0.7124E+00
   -1   84  146  230         4.3102  0.5938E+00
   -1   84  147  231         6.0735  0.3774E+00
   -1   84  148  232         4.8929  0.3196E+00
   -1   84  149  233         6.6752  0.2105E+00
   -1   84  150  234         5.4611  0.1852E+00
   -1   84  151  235         7.2011  0.1316E+00
   -1   84  152  236         5.9190  0.1231E+00
   -1   84  153  237         7.7342  0.8457E-01
   -1   84  154  238         6.4077  0.8206E-01
   -1   84  155  239         8.2140  0.5821E-01
   -1   84  156  240         6.9304  0.5481E-01
   -1   84  157  241         8.7065  0.4059E-01
   -1   84  158  242         7.2279  0.4375E-01
   -1   84  159  243         8.5989  0.4288E-01
   -1   84  160  244         7.2224  0.4318E-01
   -1   84  161  245         8.9315  0.3372E-01
   -1   84  162  246         7.6117  0.3270E-01
   -1   84  163  247         9.3060  0.2606E-01
   -1   84  164  248         7.9593  0.2574E-01
   -1   84  165  249        10.1252  0.1567E-01
   -1   84  166  250         8.8568  0.1481E-01
   -1   84  167  251        10.5479  0.1215E-01
   -1   84  168  252         9.3946  0.1082E-01
   -1   84  169  253        11.1907  0.8485E-02
   -1   84  170  254         9.9918  0.7790E-02
   -1   84  171  255        11.6774  0.6529E-02
   -1   84  172  256        10.5034  0.5947E-02
   -1   84  173  257        12.2544  0.4867E-02
   -1   84  174  258        11.0732  0.4471E-02
   -1   84  175  259        12.8309  0.3679E-02
   -1   84  176  260        11.6979  0.3324E-02
   -1   84  177  261        13.5108  0.2695E-02
   -1   84  178  262        12.3883  0.2438E-02
   -1   84  179  263        14.0754  0.2100E-02
   -1   84  180  264        12.9207  0.1934E-02
   -1   84  181  265        14.6290  0.1660E-02
   -1   84  182  266        13.4484  0.1550E-02
   -1   84  183  267        15.2019  0.1314E-02
   -1   84  184  268        14.2187  0.1145E-02
   -1   84  185  269        16.5419  0.8018E-03
   -1   84  186  270        15.2838  0.7757E-03
   -1   84  187  271        16.8479  0.7123E-03
   -1   84  188  272        15.4661  0.7190E-03
   -1   84  189  273        17.0952  0.6466E-03
   -1   84  190  274        15.9714  0.5998E-03
   -1   84  191  275        17.8014  0.5072E-03
   -1   84  192  276        16.5999  0.4838E-03
   -1   84  193  277        18.2706  0.4319E-03
   -1   84  194  278        17.0160  0.4194E-03
   -1   84  195  279        18.7775  0.3651E-03
   -1   84  196  280        17.4944  0.3580E-03
   -1   84  197  281        19.0957  0.3276E-03
   -1   84  198  282        17.8297  0.3199E-03
   -1   84  199  283        19.3910  0.2964E-03
   -1   84  200  284        18.1369  0.2887E-03
   -1   84  201  285        19.6767  0.2694E-03
   -1   84  202  286        18.4489  0.2606E-03
   -1   84  203  287        19.9726  0.2444E-03
   -1   84  204  288        18.8201  0.2318E-03
   -1   84  205  289        20.3481  0.2173E-03
   -1   84  206  290        19.1978  0.2062E-03
   -1   84  207  291        20.7416  0.1927E-03
   -1   84  208  292        19.5412  0.1855E-03
   -1   84  209  293        21.0149  0.1767E-03
   -1   84  210  294        19.8330  0.1695E-03
   -1   84  211  295        21.3332  0.1604E-03
   -1   84  212  296        20.1681  0.1533E-03
   -1   84  213  297        21.7254  0.1430E-03
   -1   84  214  298        20.6550  0.1336E-03
   -1   84  215  299        22.2283  0.1243E-03
   -1   84  216  300        21.1240  0.1173E-03
   -1   84  217  301        22.6557  0.1104E-03
   -1   84  218  302        21.5385  0.1046E-03
   -1   84  219  303        23.0629  0.9872E-04
   -1   84  220  304        21.9427  0.9377E-04
   -1   84  221  305        23.4236  0.8944E-04
   -1   84  222  306        21.8732  0.9418E-04
   -1   84  223  307        23.1883  0.9343E-04
   -1   84  224  308        22.0061  0.9014E-04
   -1   84  225  309        23.3842  0.8808E-04
   -1   85  127  212         0.8053  0.3693E+05
   -1   85  129  214         1.1382  0.1116E+05
   -1   85  131  216         1.7347  0.2479E+04
   -1   85  132  217         0.8902  0.3152E+04
   -1   85  133  218         3.1714  0.1667E+03
   -1   85  134  219         2.0982  0.1211E+03
   -1   85  135  220         3.9822  0.4032E+02
   -1   85  136  221         2.5704  0.5085E+02
   -1   85  137  222         4.6849  0.1393E+02
   -1   85  138  223         3.1776  0.1804E+02
   -1   85  139  224         5.1348  0.7323E+01
   -1   85  140  225         3.7528  0.7181E+01
   -1   85  141  226         5.6293  0.3737E+01
   -1   85  142  227         4.3922  0.2828E+01
   -1   85  143  228         6.2517  0.1698E+01
   -1   85  144  229         5.0636  0.1183E+01
   -1   85  145  230         6.8194  0.6841E+00
   -1   85  146  231         5.6422  0.5691E+00
   -1   85  147  232         7.3657  0.3841E+00
   -1   85  148  233         6.1607  0.3300E+00
   -1   85  149  234         7.9295  0.2222E+00
   -1   85  150  235         6.7274  0.1915E+00
   -1   85  151  236         8.4784  0.1358E+00
   -1   85  152  237         7.1406  0.1319E+00
   -1   85  153  238         9.0029  0.8764E-01
   -1   85  154  239         7.6531  0.8586E-01
   -1   85  155  240         9.4732  0.6051E-01
   -1   85  156  241         8.1801  0.5691E-01
   -1   85  157  242         9.9698  0.4190E-01
   -1   85  158  243         8.6804  0.3943E-01
   -1   85  159  244        10.0112  0.3998E-01
   -1   85  160  245         8.5567  0.4214E-01
   -1   85  161  246        10.2222  0.3408E-01
