8 11 0
8 12 0
8 13 0
8 14 0.0003
8 15 0.0371
8 16 0.4189
8 17 0.1087
8 18 1.0761
8 19 1.2154
8 20 2.8575
8 21 0.9433
8 22 2
8 23 0.9449
8 24 1.9526
8 25 1
8 26 1
9 11 0
9 12 0
9 13 0
9 14 0.0015
9 15 0.0291
9 16 0.0188
9 17 0.1901
9 18 0.3694
9 19 0.6563
9 20 0.9142
9 21 1.8056
9 22 1.5227
9 23 2.1606
9 24 2.6576
9 25 0.9905
9 26 2
9 27 0.9981
9 28 2
9 29 0.9949
10 13 0
10 14 0
10 15 0
10 16 0.0034
10 17 0.0092
10 18 0.1613
10 19 0.1022
10 20 0.162
10 21 0.2098
10 22 0.5451
10 23 1.915
10 24 1.9308
10 25 2.8035
10 26 2.9038
10 27 0.978
10 28 2
10 29 0.9846
10 30 2
10 31 1
11 13 0
11 14 0
11 15 0
11 16 0.0003
11 17 0.0149
11 18 0.0809
11 19 0.0422
11 20 0.1693
11 21 0.5282
11 22 0.8372
11 23 0.8861
11 24 1.6724
11 25 0.8831
11 26 1.733
11 27 0.9847
11 28 1.8592
11 29 0.9944
11 30 2
11 31 0.9927
11 32 2
11 33 0.9474
12 15 0
12 16 0
12 17 0
12 18 0.0001
12 19 0.0053
12 20 0.1052
12 21 0.3455
12 22 0.2686
12 23 0.5251
12 24 0.4733
12 25 0.9783
12 26 1.2535
12 27 1.8102
12 28 1.9338
12 29 0.9207
12 30 1.9315
12 31 1
12 32 1
12 33 0.8466
12 34 2
12 35 1
13 15 0
13 16 0
13 17 0
13 18 0
13 19 0.0013
13 20 0.0233
13 21 0.0623
13 22 0.0849
13 23 0.1854
13 24 0.1351
13 25 0.3769
13 26 1.108
13 27 1.8882
13 28 0.8594
13 29 1.7323
13 30 2.3549
13 31 0.9939
13 32 1.9811
13 33 0.9959
13 34 2
13 35 0.993
13 36 2
13 37 0.9892
13 38 2
14 17 0
14 18 0
14 19 0
14 20 0
14 21 0.0052
14 22 0.2927
14 23 0.1334
14 24 0.3595
14 25 0.3184
14 26 0.4875
14 27 0.644
14 28 0.4928
14 29 0.9139
14 30 1.6684
14 31 0.9362
14 32 1.6289
14 33 1.6564
14 34 2.9509
14 35 0.9881
14 36 2
14 37 0.9742
14 38 2
14 39 0.9967
14 40 2
15 17 0
15 18 0
15 19 0
15 20 0
15 21 0
15 22 0.0214
15 23 0.0162
15 24 0.0637
15 25 0.113
15 26 0.195
15 27 0.619
15 28 0.4836
15 29 1.1977
15 30 1.6086
15 31 2.0777
15 32 2.53
15 33 2.481
15 34 2.9293
15 35 0.9867
15 36 1.9792
15 37 0.9866
15 38 2
15 39 0.9901
15 40 2
15 41 0.9927
15 42 2
16 19 0
16 21 0
16 22 0
16 23 0
16 24 0
16 25 0.0001
16 26 0.0146
16 27 0.115
16 28 0.524
16 29 0.2786
16 30 0.6026
16 31 0.3098
16 32 1.221
16 33 1.0806
16 34 1.3133
16 35 2.3824
16 36 2.5177
16 37 0.9737
16 38 1.9606
16 39 0.9808
16 40 1.9918
16 41 0.9836
16 42 1.9633
16 43 2.9276
16 44 2.9948
17 19 0
17 21 0
17 22 0
17 23 0
17 24 0
17 25 0
17 26 0.011
17 27 0.0708
17 28 0.1195
17 29 0.1864
17 30 0.5703
17 31 1.0727
17 32 1.2246
17 33 1.3091
17 34 1.7814
17 35 2.3879
17 36 2.7478
17 37 2.7982
17 38 2.5059
17 39 2.698
