40 63 103 1.5980E+00 2.063 2.317 0.00
40 64 104 8.6470E-01 2.135 0.809 0.00
40 65 105 4.7540E-01 2.526 2.693 0.20
40 66 106 2.6250E-01 2.703 1.065 0.50
40 67 107 1.6360E-01 3.039 3.064 2.53
40 68 108 7.9820E-02 3.398 1.426 4.06
40 69 109 5.5980E-02 3.677 3.495 13.46
40 70 110 3.5830E-02 3.943 1.731 15.54
40 71 111 2.8640E-02 4.135 3.796 26.67
40 72 112 2.1430E-02 4.322 1.955 26.01
40 73 113 1.8310E-02 4.461 4.010 35.42
40 74 114 1.3870E-02 4.662 2.163 32.78
40 75 115 1.2560E-02 4.751 4.200 41.94
40 76 116 9.5390E-03 4.969 2.358 35.72
