45 70 115 5.2200E+00 1.629 1.914 0.00
45 71 116 2.1660E+00 2.141 3.317 0.02
45 72 117 1.5910E+00 1.961 2.277 0.53
45 73 118 8.6390E-01 2.427 3.724 0.79
45 74 119 4.6690E-01 2.411 2.671 4.53
45 75 120 2.0190E-01 2.990 4.462 8.44
45 76 121 1.0070E-01 3.175 3.225 17.13
45 77 122 6.7770E-02 3.544 5.039 25.81
45 78 123 5.1680E-02 3.573 3.492 34.64
45 79 124 4.5130E-02 3.770 5.248 38.56
45 80 125 3.5020E-02 3.817 3.654 40.29
45 81 126 3.2770E-02 3.955 5.412 41.93
45 82 127 2.4470E-02 4.054 3.811 44.41
45 83 128 7.8340E-03 5.056 6.289 54.91
45 84 129 6.1330E-03 5.216 4.575 93.20
