fit1,0.14,0,0.377319,0.0633058,0.310225,0.0411009,0,10
fit1,0.14,0,0.452142,0.0670469,0.251283,0.0419082,0,10
fit1,0.14,0,0.491562,0.0627126,0.226724,0.0381398,0,10
fit1,0.14,0,0.480784,0.0580093,0.176626,0.033414,0,10
fit1,0.14,0,0.304696,0.064856,0.30878,0.0437083,0,10
fit2,0.14,0,0.481554,0.0669292,0.273138,0.041315,0,10
fit3,0.14,0,0.488469,0.0581131,0.227719,0.0350921,0,10
fit4,0.14,0,0.592027,0.0670048,0.218005,0.0394803,0,10
fit5,0.14,0,0.423645,0.0599943,0.239289,0.0371583,0,10
fit1,0.14,0,0.556245,0.0676693,0.220638,0.0399127,0,10
fit2,0.14,0,0.497214,0.0592777,0.198945,0.0345192,0,10
fit3,0.14,0,0.540003,0.0610694,0.162202,0.0343285,0,10
fit4,0.14,0,0.43227,0.0608068,0.239953,0.0376871,0,10
fit5,0.14,0,0.494022,0.0647466,0.252728,0.0390833,0,10
fit1,0.14,0,0.544538,0.0580311,0.179819,0.0334263,0,10
fit2,0.14,0,0.423052,0.065971,0.252488,0.0412503,0,10
fit3,0.14,0,0.50233,0.063513,0.240943,0.0383107,0,10
fit4,0.14,0,0.524145,0.0590384,0.185583,0.0336642,0,10
fit5,0.14,0,0.438446,0.0683932,0.285785,0.0431733,0,10
fit1,0.14,0,0.412137,0.0602138,0.234138,0.0382203,0,10
fit2,0.14,0,0.504203,0.0655501,0.2769,0.0401531,0,10
fit3,0.14,0,0.442767,0.0614489,0.257447,0.0384161,0,10
fit4,0.14,0,0.528591,0.0598671,0.208339,0.0348139,0,10
fit5,0.14,0,0.600197,0.0630816,0.203526,0.0362353,0,10
fit1,0.14,0,0.512232,0.062358,0.198432,0.0365295,0,10
fit2,0.14,0,0.494609,0.0613223,0.241738,0.0376654,0,10
fit3,0.14,0,0.460131,0.0587975,0.201486,0.0348163,0,10
fit4,0.14,0,0.518735,0.0588842,0.16265,0.0324073,0,10
fit5,0.14,0,0.559454,0.0604143,0.142087,0.0331304,0,10
fit1,0.14,0,0.352744,0.0698085,0.337556,0.0463236,0,10
fit2,0.14,0,0.431614,0.0664726,0.26815,0.0420077,0,10
fit3,0.14,0,0.526521,0.0599806,0.19145,0.034673,0,10
fit4,0.14,0,0.464675,0.0664808,0.231527,0.0407263,0,10
fit5,0.14,0,0.453716,0.0592709,0.20443,0.0356349,0,10
fit1,0.14,0,0.538929,0.0642644,0.208327,0.0379068,0,10
fit2,0.14,0,0.478356,0.0644981,0.238324,0.0391108,0,10
fit3,0.14,0,0.48595,0.0661575,0.237699,0.0400478,0,10
fit4,0.14,0,0.444703,0.0622942,0.246625,0.0389493,0,10
fit5,0.14,0,0.528944,0.0607521,0.194857,0.0351516,0,10
fit1,0.14,0,0.439799,0.0597293,0.245441,0.0369004,0,10
fit2,0.14,0,0.411647,0.0605239,0.235356,0.0374072,0,10
fit3,0.14,0,0.436443,0.0637483,0.256894,0.039922,0,10
fit4,0.14,0,0.606763,0.0655206,0.213852,0.0371082,0,10
fit5,0.14,0,0.502971,0.0623614,0.210783,0.0372478,0,10
fit1,0.14,0,0.593877,0.0625701,0.154993,0.0332695,0,10
fit2,0.14,0,0.295112,0.05896,0.308656,0.0397869,0,10
fit3,0.14,0,0.546374,0.0664654,0.225826,0.0395438,0,10
fit4,0.14,0,0.467411,0.0567197,0.204618,0.0335894,0,10
fit5,0.14,0,0.459801,0.063488,0.25639,0.0398298,0,10
fit1,0.14,0,0.432978,0.0579156,0.187598,0.0343244,0,10
fit2,0.14,0,0.437879,0.0602024,0.23396,0.036454,0,10
fit3,0.14,0,0.544508,0.0604444,0.173579,0.0342744,0,10
fit4,0.14,0,0.410697,0.0632121,0.280296,0.0404216,0,10
fit5,0.14,0,0.508323,0.0629538,0.257575,0.0386165,0,10
fit1,0.14,0,0.493386,0.0636828,0.233641,0.0384786,0,10
fit2,0.14,0,0.413403,0.0664757,0.33224,0.0439976,0,10
fit3,0.14,0,0.518512,0.0614015,0.184164,0.0355124,0,10
fit5,0.14,0,0.421701,0.062689,0.236325,0.0387128,0,10
fit4,0.14,0,0.412084,0.0636522,0.264441,0.0412705,0,10
fit1,0.14,0,0.530662,0.0625196,0.221633,0.0374024,0,10
fit2,0.14,0,0.500356,0.0606227,0.204115,0.0354419,0,10
fit3,0.14,0,0.460186,0.0669164,0.297879,0.0421099,0,10
fit5,0.14,0,0.375621,0.0630091,0.280853,0.0407399,0,10
fit4,0.14,0,0.389676,0.0629384,0.310749,0.0409335,0,10
fit1,0.14,0,0.544746,0.064613,0.247071,0.039305,0,10
fit2,0.14,0,0.529836,0.0590459,0.169379,0.0331505,0,10
fit3,0.14,0,0.465534,0.0651788,0.249975,0.0403941,0,10
fit4,0.14,0,0.671713,0.0686513,0.218616,0.0389451,0,10
fit5,0.14,0,0.494853,0.0590983,0.224542,0.0351986,0,10
fit1,0.14,0,0.45461,0.0621548,0.247235,0.0387012,0,10
fit2,0.14,0,0.512928,0.0628776,0.194365,0.0362739,0,10
fit3,0.14,0,0.477048,0.0602309,0.241138,0.0367686,0,10
fit4,0.14,0,0.432259,0.0553789,0.180689,0.0321976,0,10
fit5,0.14,0,0.509418,0.0578016,0.171928,0.0328102,0,10
fit1,0.14,0,0.541286,0.068419,0.275315,0.0420272,0,10
fit2,0.14,0,0.507256,0.0665972,0.23758,0.0403905,0,10
fit3,0.14,0,0.402676,0.0681811,0.305749,0.0449788,0,10
fit4,0.14,0,0.442287,0.0585365,0.202816,0.0356135,0,10
fit5,0.14,0,0.423543,0.0589251,0.233266,0.0366843,0,10
fit1,0.14,0,0.377142,0.056543,0.223046,0.0356607,0,10
fit2,0.14,0,0.454119,0.0619735,0.224096,0.0377114,0,10
fit3,0.14,0,0.569381,0.0597165,0.179592,0.0337113,0,10
fit4,0.14,0,0.570294,0.062574,0.194144,0.0357264,0,10
fit5,0.14,0,0.420384,0.0621111,0.230029,0.0380684,0,10
fit1,0.14,0,0.535233,0.0624993,0.208055,0.0361317,0,10
fit2,0.14,0,0.535041,0.0647626,0.214168,0.0384093,0,10
fit3,0.14,0,0.350087,0.0614616,0.25057,0.0398367,0,10
fit4,0.14,0,0.619568,0.0656599,0.20651,0.0375693,0,10
fit5,0.14,0,0.426033,0.0644817,0.258256,0.0403074,0,10
fit1,0.14,0,0.595191,0.0604305,0.160934,0.033542,0,10
fit2,0.14,0,0.523906,0.0633736,0.20104,0.0369466,0,10
fit3,0.14,0,0.513213,0.0596918,0.207711,0.0352715,0,10
fit4,0.14,0,0.482997,0.0607154,0.233597,0.0374882,0,10
fit5,0.14,0,0.45657,0.0620129,0.249746,0.0389116,0,10
fit1,0.14,0,0.452121,0.0610336,0.25422,0.038058,0,10
fit2,0.14,0,0.473321,0.0586628,0.237884,0.0366492,0,10
fit3,0.14,0,0.364061,0.0604169,0.321733,0.0400155,0,10
fit4,0.14,0,0.450085,0.0648794,0.287569,0.0410701,0,10
fit5,0.14,0,0.465346,0.0635741,0.23071,0.0393594,0,10
fit1,0.14,0,0.612732,0.0633607,0.180709,0.0357027,0,10
fit2,0.14,0,0.505213,0.0610715,0.228143,0.0367975,0,10
fit3,0.14,0,0.42394,0.0636837,0.282886,0.0409608,0,10
fit4,0.14,0,0.403634,0.0662798,0.311696,0.0431145,0,10
fit5,0.14,0,0.445539,0.061436,0.249944,0.0386958,0,10
fit1,0.14,0,0.348393,0.064702,0.325827,0.0430165,0,10
fit2,0.14,0,0.413268,0.0622298,0.275352,0.0398428,0,10
fit4,0.14,0,0.415162,0.0599989,0.249833,0.0375476,0,10
fit3,0.14,0,0.363405,0.0638602,0.296634,0.042032,0,10
fit5,0.14,0,0.39842,0.0579117,0.260571,0.0369598,0,10
fit1,0.14,0,0.382445,0.0619523,0.289517,0.0409498,0,10
fit2,0.14,0,0.526082,0.0630263,0.205899,0.036919,0,10
fit4,0.14,0,0.637761,0.0718794,0.231563,0.0414154,0,10
fit3,0.14,0,0.501119,0.0685832,0.257211,0.0416839,0,10
fit5,0.14,0,0.606753,0.0648689,0.179707,0.036061,0,10
fit1,0.14,0,0.477156,0.0636835,0.225028,0.0396597,0,10
fit2,0.14,0,0.503214,0.0610672,0.195564,0.0358021,0,10
fit4,0.14,0,0.487419,0.0575434,0.193302,0.0339497,0,10
fit3,0.14,0,0.445614,0.059765,0.209241,0.0359899,0,10
fit5,0.14,0,0.443224,0.0636683,0.285321,0.0407382,0,10
fit1,0.14,0,0.657895,0.070059,0.163991,0.0384071,0,10
fit2,0.14,0,0.55744,0.0600036,0.188083,0.0342624,0,10
fit4,0.14,0,0.472681,0.0598545,0.204923,0.0352257,0,10
fit3,0.14,0,0.486892,0.0625595,0.221366,0.0374829,0,10
fit5,0.14,0,0.539628,0.0620595,0.222811,0.0372893,0,10
fit1,0.14,0,0.450877,0.0592203,0.22701,0.0366983,0,10
fit2,0.14,0,0.514432,0.0667913,0.216939,0.0396878,0,10
fit4,0.14,0,0.305887,0.0685433,0.352023,0.0477102,0,10
fit3,0.14,0,0.57347,0.0650894,0.197908,0.0376827,0,10
fit5,0.14,0,0.439448,0.0619312,0.275681,0.0390136,0,10
fit1,0.14,0,0.544111,0.0639376,0.221344,0.0376853,0,10
fit2,0.14,0,0.462641,0.0633838,0.30789,0.0405564,0,10
fit4,0.14,0,0.387084,0.0565483,0.227003,0.0356253,0,10
fit3,0.14,0,0.61099,0.0639055,0.172197,0.0347072,0,10
fit5,0.14,0,0.511113,0.067187,0.215132,0.0395041,0,10
fit1,0.14,0,0.500657,0.0565942,0.212063,0.0334671,0,10
fit2,0.14,0,0.491146,0.0569015,0.191206,0.0331292,0,10
