fit,0.352272,0.0055297,0.159356,0.00604378,4.04006e-05,nan,2.67578e+06,2000,-10,10
fit,0.352268,0.00554302,0.159273,0.00597889,0.000166553,0.00309896,2.67574e+06,2000,-10,10
fit,0.357654,0.00558483,0.186302,0.00663709,3.95581e-05,0.0142032,2.69687e+06,2000,-10,10
fit,0.3673,0.00565514,0.245059,0.00811616,1.48493e-09,0.00889236,2.73423e+06,2000,-10,10
fit,0.362092,0.00561938,0.211525,0.0073485,5.42533e-10,0.0161497,2.714e+06,2000,-10,10
fit,0.362503,0.00559019,0.212081,0.00732833,1.46227e-10,0.0155197,2.71517e+06,2000,-10,20
fit,0.362503,0.00559019,0.212081,0.00732833,1.46227e-10,0.0155197,2.71517e+06,2000,-10,20
fit,0.362503,0.00559019,0.212081,0.00732833,1.46227e-10,0.0155197,2.71517e+06,2000,-10,20
fit,0.357849,0.00556044,0.185234,0.00681602,7.05609e-05,0.010052,2.69737e+06,2000,-10,20
fit,0.362503,0.00559019,0.212081,0.00732833,1.46227e-10,0.0155197,2.71517e+06,1200,-10,20
fit,4.60222,0.03115,0.0474999,0.00193943,0.00285148,0.00115041,2.08116e+07,1200,-10,20
fit,0.373232,0.00439172,0.216996,0.00523896,0.000396166,0.00128915,6.14194e+06,1200,-10,20
fit,0.365197,0.00407331,0.210935,0.00498622,0.00144379,0.00127054,6.17267e+06,1200,-10,20
fit,0.420413,0.00436122,0.199477,0.00476791,0.00233372,0.00136386,6.04357e+06,1200,-10,20
fit,0.373144,0.00414693,0.182598,0.00457208,0.00151582,0.00125145,6.19332e+06,1200,-10,20
fit,0.378131,0.00498069,0.217042,0.00521409,0.000294438,0.000366597,6.12298e+06,1200,-10,20
fit,0.373771,0.00437388,0.214253,0.00501677,0.00136693,0.00128926,6.14154e+06,1200,-10,20
fit,0.373771,0.00437388,0.214253,0.00501677,0.00136693,0.00128926,6.14154e+06,1200,-10,20
fit,0.381545,0.00441433,0.255127,0.00572747,0.00153281,0.0016098,6.19983e+06,1200,-10,20
fit,0.381545,0.00441433,0.255127,0.00572747,0.00153281,0.0016098,6.19983e+06,1200,-10,20
fit,0.368432,0.00413109,0.257991,0.00587959,0.000678249,0.00148335,5.48371e+06,1200,-10,20
fit,0.365012,0.00394199,0.257716,0.0059982,0.000548388,0.00141913,5.15329e+06,1200,-10,20
fit,0.373425,0.0040794,0.257206,0.0060473,0.000807019,0.00158843,5.84976e+06,1200,-10,20
fit,0.381545,0.00441433,0.255127,0.00572747,0.00153281,0.0016098,6.19983e+06,1200,-10,20
fit,0.372323,0.00411192,0.251009,0.00572767,0.00157594,0.00160532,6.23308e+06,1200,-10,20
fit,0.381545,0.00441433,0.255127,0.00572747,0.00153281,0.0016098,6.19983e+06,1200,-10,20
fit,0.366874,0.00480639,0.228909,0.0068892,0.00216884,0.00167507,6.12338e+06,1200,-10,20
fit,0.366874,0.00480639,0.228909,0.0068892,0.00216884,0.00167507,6.12338e+06,1200,-10,20
fit,0.366874,0.00480639,0.228909,0.0068892,0.00216884,0.00167507,6.12338e+06,1200,-10,20
fit,0.366874,0.00480639,0.228909,0.0068892,0.00216884,0.00167507,6.12338e+06,1200,-10,20
fit,0.130172,0.00167391,0.832666,0.0158379,0.172408,0.00806216,2.89654e+06,1200,-10,20
fit,0.12765,0.00163678,0.810237,0.0134893,0.132802,0.0063258,2.75373e+06,1200,-10,20
fit,0.12765,0.00163678,0.810237,0.0134893,0.132802,0.0063258,2.75373e+06,1200,-10,20
fit,0.397794,0.00541571,0.227986,0.00557323,0.00157235,0.00118367,6.52805e+06,1200,-10,20
fit,0.397027,0.00510067,0.232526,0.00560468,0.00105941,nan,6.5205e+06,1200,-10,20
fit,0.397027,0.00510067,0.232526,0.00560468,0.00105941,nan,6.5205e+06,1200,-10,20
