7.2	46.5264	64.7113
9.3	40.4822	64.7113
12.7	31.3969	64.7113
3.649	57.3499	64.7113
6.59	48.3636	64.7113
9.69	39.44	64.7113
10.4	37.5428	64.7113
4.036	56.6745	64.7113
6.78	47.6588	64.7113
11.01	35.9128	64.7113
11.1	35.6723	64.7113
11.8	33.8018	64.7113
12.1	33.0002	64.7113
4.418	55.2342	64.7113
5.317	52.2513	64.7113
5.7	51.2986	64.7113
6.6	48.3265	64.7113
7.1	46.6845	64.7113
7.2	46.3815	64.5097
7.2	46.3815	64.5097
7.2	46.5293	64.7153
9.3	40.4847	64.7153
12.7	31.3989	64.7153
3.649	57.3535	64.7153
6.59	48.3666	64.7153
9.69	39.4425	64.7153
10.4	37.5452	64.7153
4.4	55.3055	64.7153
5.3	52.2968	64.7153
5.7	51.3018	64.7153
6.6	48.3295	64.7153
7.1	46.6874	64.7153
