Ag124	1	77.8535	2.63709	0	0	0.00143181	2.632	2.643
Ag125	1	352.079	2.65866	0	0	0.00148122	2.652	2.665
Ag126	1	198.019	2.68026	0	0	0.00154729	2.674	2.688
Ag127	1	4122.73	2.70159	0	0	0.00140841	2.694	2.709
Ag128	0	2536.81	2.72292	4.97737	2.71545	0.00141464	2.712	2.73
Ag129	0	735.092	2.74428	2.62667	2.73664	0.00142985	2.733	2.751
Ag130	0	55.8564	2.76583	1.96448	2.75781	0.00144854	2.754	2.772
Ag131	0	9.73579	2.78724	1.1502	2.77935	0.00158323	2.774	2.795
