2000	2.58	2.9	2000	42	55						
30											
1	1	124	Ag	180	2.63709	47	0.00429546	0.552309	0	360	0
1	1	125	Ag	150	2.65866	47	0.00444366	0.552309	0	360	0
1	1	126	Ag	98	2.68026	47	0.0046419	0.552309	0	360	0
1	1	127	Ag	89	2.70159	47	0.00422523	0.552309	0	360	0
1	1	128	Ag	59	2.72292	47	0.00424392	0.552309	0	360	0
1	1	129	Ag	52	2.74428	47	0.00428955	0.552309	0	360	0
1	1	130	Ag	42	2.76583	47	0.00434565	0.552309	0	360	0
1	1	131	Ag	35	2.78724	47	0.00474972	0.552309	0	360	0
1	1	127	Cd	330	2.64491	48	0.00425856	0.555657	0	360	0
1	1	128	Cd	245	2.66613	48	0.00432468	0.555657	0	360	0
1	1	129	Cd	154.5	2.68724	48	0.00432489	0.555657	0	360	0
1	1	130	Cd	127	2.70798	48	0.00420138	0.555657	0	360	0
1	1	131	Cd	98	2.72905	48	0.00419082	0.555657	0	360	0
1	1	132	Cd	82	2.75013	48	0.0042507	0.555657	0	360	0
1	1	133	Cd	64	2.77139	48	0.00459795	0.555657	0	360	0
1	1	134	Cd	65	2.79288	48	0.00603684	0.555657	0	360	0
1	1	130	In	284	2.65262	49	0.00401292	0.563295	0	360	0
1	1	131	In	261	2.67343	49	0.00406014	0.563295	0	360	0
1	1	132	In	198	2.69419	49	0.00415374	0.563295	0	360	0
1	1	133	In	163	2.71457	49	0.00411846	0.563295	0	360	0
1	1	134	In	126	2.7353	49	0.00415752	0.563295	0	360	0
1	1	135	In	103	2.75609	49	0.00427935	0.563295	0	360	0
1	1	136	In	85	2.77709	49	0.00477189	0.563295	0	360	0
1	1	133	Sn	1460	2.66025	50	0.00402189	0.565593	0	360	0
1	1	134	Sn	890	2.68043	50	0.0041178	0.565593	0	360	0
1	1	135	Sn	515	2.70065	50	0.00418941	0.565593	0	360	0
1	1	136	Sn	350	2.72112	50	0.00403386	0.565593	0	360	0
1	1	137	Sn	230	2.74146	50	0.00410757	0.565593	0	360	0
1	1	138	Sn	140	2.76172	50	0.0040308	0.565593	0	360	0
1	1	139	Sn	130	2.78268	50	0.00462465	0.565593	0	360	0
