Sn133	1	9.3634	2.66025	0	0	0.00134063	7.32825e-05	2.656	2.664	2.65623	2.66428	0
Sn134	1	302.367	2.68043	0	0	0.0013726	1.20397e-05	2.674	2.687	2.67632	2.68455	0
Sn135	1	168.657	2.70065	0	0	0.00139647	1.65793e-05	2.696	2.706	2.69646	2.70483	0
Sn136	0	2606.71	2.72112	12.8524	2.71486	0.00134462	4.14123e-06	2.711	2.727	2.71709	2.72515	0.0239839
Sn137	0	721.204	2.74146	14.6105	2.73513	0.00136919	7.99641e-06	2.732	2.75	2.73735	2.74557	0.105612
Sn138	0	52.5563	2.76172	3.49433	2.75646	0.0013436	3.09569e-05	2.754	2.766	2.75769	2.76575	1.18083
Sn139	0	1.23936	2.78168	5.24152	2.7754	0.00154155	9.89185e-05	2.77	2.785	2.77705	2.7863	37.5442
Sn140	1	1.39767	2.79628	0	0	0.00155347	0.000192138	2.791	2.802	2.79162	2.80094	0
