Sn133	1	9.36319	2.66025	0	0	0.00134065	2.656	2.665
Sn134	1	302.367	2.68043	0	0	0.0013726	2.674	2.687
Sn135	1	168.656	2.70065	0	0	0.00139647	2.696	2.706
Sn136	0	10000	2.72212	50.8524	2.715	0.00144462	2.713	2.73
Sn137	0	721.204	2.74146	14.6105	2.73513	0.00136919	2.733	2.75
Sn138	0	52.5556	2.76172	3.49405	2.75646	0.0013436	2.751	2.769
Sn139	0	1.23938	2.783	10.24175	2.776	0.00154152	2.77	2.788
Sn140	1	1.39769	2.79628	0	0	0.00155348	2.791	2.802
