2000	2.58	2.9	2000	42	55						
32											
1	1	124	Ag	180	2.6382	47	0.00458727	0.557478	0	360	0
1	1	125	Ag	150	2.65965	47	0.00467586	0.557478	0	360	0
1	1	126	Ag	98	2.68107	47	0.00423018	0.557478	0	360	0
1	1	127	Ag	89	2.70234	47	0.00429738	0.557478	0	360	0
1	1	128	Ag	59	2.72366	47	0.00425709	0.557478	0	360	0
1	1	129	Ag	52	2.74502	47	0.00440397	0.557478	0	360	0
1	1	130	Ag	42	2.76655	47	0.00499317	0.557478	0	360	0
1	1	131	Ag	35	2.7883	47	0.003972927	0.557478	0	360	0
1	1	127	Cd	330	2.64577	48	0.0044613	0.560199	0	360	0
1	1	128	Cd	245	2.66689	48	0.00446121	0.560199	0	360	0
1	1	129	Cd	154.5	2.68774	48	0.00419241	0.560199	0	360	0
1	1	130	Cd	127	2.70869	48	0.00428967	0.560199	0	360	0
1	1	131	Cd	98	2.72975	48	0.00429297	0.560199	0	360	0
1	1	132	Cd	82	2.75089	48	0.00457278	0.560199	0	360	0
1	1	133	Cd	64	2.7722	48	0.003815532	0.560199	0	360	0
1	1	134	Cd	65	2.7933	48	0.001868475	0.560199	0	360	0
1	1	130	In	284	2.65328	49	0.00405159	0.570117	0	360	0
1	1	131	In	261	2.67397	49	0.00413847	0.570117	0	360	0
1	1	132	In	198	2.69459	49	0.00418437	0.570117	0	360	0
1	1	133	In	163	2.71519	49	0.00426048	0.570117	0	360	0
1	1	134	In	126	2.73595	49	0.00430212	0.570117	0	360	0
1	1	135	In	103	2.75676	49	0.00459138	0.570117	0	360	0
1	1	136	In	85	2.77761	49	0.002551654	0.570117	0	360	0
1	1	137	In	65	2.79169	49	0.00786459	0.570117	0	360	0
1	1	133	Sn	1460	2.66077	50	0.00443331	0.5697	0	360	0
1	1	134	Sn	890	2.68106	50	0.00437514	0.5697	0	360	0
1	1	135	Sn	515	2.70139	50	0.00403869	0.5697	0	360	0
1	1	136	Sn	350	2.7217	50	0.0042018	0.5697	0	360	0
1	1	137	Sn	230	2.74209	50	0.00448446	0.5697	0	360	0
1	1	138	Sn	140	2.76231	50	0.003553484	0.5697	0	360	0
1	1	139	Sn	130	2.78307	50	0.000949982	0.5697	0	360	0
1	1	140	Sn	1000	2.79734	50	0.00678546	0.5697	0	360	0
