# HybridConf_140b_V68_Jul16Jul17.geo					
# Point neutron source					
# Total Events	250000				
# Code 	brikenV69				
# Date 	04May18				
# Calculations by A. Navarro/A. Tarifeño-Saldivia					
# Efficiency	(0,0,-10)	(0,0,0)	(0,0,10)		
# Average [1e-4, 1] MeV	69.03%	67.03%	69.00%		
# Average [1e-4, 5] MeV	62.01%	61.55%	61.87%		
# Average [1e-4, 10] MeV	53.78%	53.66%	53.66%		
#					
#X/cm	Y/cm	Z/cm	Energy/MeV	Efficiency	Std. Error
0	0	0	6.5	0.471	0.0014
0	0	0	6.6	0.464	0.0014
0	0	0	6.7	0.4644	0.0014
0	0	0	6.8	0.4607	0.0014
0	0	0	6.9	0.4572	0.0014
0	0	0	7	0.4532	0.0013
0	0	0	7.1	0.4485	0.0013
0	0	0	7.2	0.4448	0.0013
0	0	0	7.3	0.4453	0.0013
0	0	0	7.4	0.4547	0.0013
0	0	0	7.5	0.4611	0.0014
0	0	0	7.6	0.4559	0.0014
0	0	0	7.7	0.4551	0.0013
0	0	0	7.8	0.4529	0.0013
0	0	0	7.9	0.4448	0.0013
0	0	0	8	0.4392	0.0013
0	0	0	8.1	0.4387	0.0013
0	0	0	8.2	0.4296	0.0013
0	0	0	8.3	0.4172	0.0013
0	0	0	8.4	0.4122	0.0013
0	0	0	8.5	0.4109	0.0013
0	0	0	8.6	0.41	0.0013
0	0	0	8.7	0.4092	0.0013
0	0	0	8.8	0.4063	0.0013
0	0	0	8.9	0.4021	0.0013
0	0	0	9	0.3965	0.0013
0	0	0	9.1	0.3921	0.0013
0	0	0	9.2	0.3847	0.0012
0	0	0	9.3	0.3814	0.0012
0	0	0	9.4	0.3786	0.0012
0	0	0	9.5	0.3788	0.0012
0	0	0	9.6	0.3804	0.0012
0	0	0	9.7	0.3745	0.0012
0	0	0	9.8	0.3736	0.0012
0	0	0	9.9	0.3712	0.0012
0	0	0	10	0.3666	0.0012
					
0	0	2.5	0.000000001	0.5198	0.0014
0	0	2.5	0.000000004	0.5333	0.0015
0	0	2.5	0.000000007	0.5427	0.0015
0	0	2.5	0.00000001	0.549	0.0015
0	0	2.5	0.00000004	0.5811	0.0015
0	0	2.5	0.00000007	0.5994	0.0015
0	0	2.5	0.0000001	0.6154	0.0016
0	0	2.5	0.0000004	0.6459	0.0016
0	0	2.5	0.0000007	0.6544	0.0016
0	0	2.5	0.000001	0.6571	0.0016
0	0	2.5	0.000004	0.6706	0.0016
0	0	2.5	0.000007	0.6725	0.0016
0	0	2.5	0.00001	0.6759	0.0016
0	0	2.5	0.00004	0.6788	0.0016
0	0	2.5	0.00007	0.6769	0.0016
0	0	2.5	0.0001	0.6783	0.0016
0	0	2.5	0.0004	0.6791	0.0016
0	0	2.5	0.0007	0.678	0.0016
0	0	2.5	0.001	0.6771	0.0016
0	0	2.5	0.004	0.6764	0.0016
0	0	2.5	0.007	0.673	0.0016
0	0	2.5	0.01	0.6751	0.0016
0	0	2.5	0.04	0.6735	0.0016
0	0	2.5	0.07	0.6739	0.0016
0	0	2.5	0.1	0.6738	0.0016
0	0	2.5	0.2	0.6748	0.0016
0	0	2.5	0.3	0.6736	0.0016
0	0	2.5	0.4	0.6728	0.0016
0	0	2.5	0.5	0.6692	0.0016
0	0	2.5	0.6	0.6661	0.0016
0	0	2.5	0.7	0.6644	0.0016
0	0	2.5	0.8	0.6612	0.0016
0	0	2.5	0.9	0.6569	0.0016
0	0	2.5	1	0.6577	0.0016
0	0	2.5	1.1	0.6531	0.0016
0	0	2.5	1.2	0.6491	0.0016
0	0	2.5	1.3	0.6474	0.0016
0	0	2.5	1.4	0.6411	0.0016
0	0	2.5	1.5	0.6407	0.0016
0	0	2.5	1.6	0.6352	0.0016
0	0	2.5	1.7	0.63	0.0016
0	0	2.5	1.8	0.6273	0.0016
0	0	2.5	1.9	0.6216	0.0016
0	0	2.5	2	0.6199	0.0016
0	0	2.5	2.1	0.6179	0.0016
0	0	2.5	2.2	0.6145	0.0016
0	0	2.5	2.3	0.6117	0.0016
0	0	2.5	2.4	0.6074	0.0016
0	0	2.5	2.5	0.6027	0.0016
0	0	2.5	2.6	0.6029	0.0016
0	0	2.5	2.7	0.5987	0.0015
0	0	2.5	2.8	0.597	0.0015
0	0	2.5	2.9	0.5992	0.0015
0	0	2.5	3	0.5829	0.0015
0	0	2.5	3.1	0.5847	0.0015
0	0	2.5	3.2	0.5864	0.0015
0	0	2.5	3.3	0.5868	0.0015
0	0	2.5	3.4	0.584	0.0015
0	0	2.5	3.5	0.5853	0.0015
0	0	2.5	3.6	0.5803	0.0015
0	0	2.5	3.7	0.5758	0.0015
0	0	2.5	3.8	0.5747	0.0015
0	0	2.5	3.9	0.57	0.0015
0	0	2.5	4	0.5652	0.0015
0	0	2.5	4.1	0.5595	0.0015
0	0	2.5	4.2	0.5565	0.0015
0	0	2.5	4.3	0.5478	0.0015
0	0	2.5	4.4	0.5412	0.0015
0	0	2.5	4.5	0.538	0.0015
0	0	2.5	4.6	0.5329	0.0015
0	0	2.5	4.7	0.5287	0.0015
0	0	2.5	4.8	0.525	0.0014
0	0	2.5	4.9	0.5209	0.0014
0	0	2.5	5	0.52	0.0014
0	0	2.5	5.1	0.5125	0.0014
0	0	2.5	5.2	0.5118	0.0014
0	0	2.5	5.3	0.5067	0.0014
0	0	2.5	5.4	0.5102	0.0014
0	0	2.5	5.5	0.5043	0.0014
0	0	2.5	5.6	0.5002	0.0014
0	0	2.5	5.7	0.4987	0.0014
0	0	2.5	5.8	0.494	0.0014
0	0	2.5	5.9	0.4938	0.0014
0	0	2.5	6	0.4925	0.0014
0	0	2.5	6.1	0.4901	0.0014
0	0	2.5	6.2	0.4902	0.0014
0	0	2.5	6.3	0.5095	0.0014
0	0	2.5	6.4	0.4805	0.0014
0	0	2.5	6.5	0.4711	0.0014
0	0	2.5	6.6	0.4636	0.0014
0	0	2.5	6.7	0.4632	0.0014
0	0	2.5	6.8	0.4589	0.0014
0	0	2.5	6.9	0.4558	0.0014
0	0	2.5	7	0.4513	0.0013
0	0	2.5	7.1	0.4485	0.0013
0	0	2.5	7.2	0.4443	0.0013
0	0	2.5	7.3	0.4458	0.0013
0	0	2.5	7.4	0.4559	0.0014
0	0	2.5	7.5	0.458	0.0014
0	0	2.5	7.6	0.455	0.0013
0	0	2.5	7.7	0.4561	0.0014
0	0	2.5	7.8	0.4541	0.0013
0	0	2.5	7.9	0.4424	0.0013
0	0	2.5	8	0.4416	0.0013
0	0	2.5	8.1	0.4376	0.0013
0	0	2.5	8.2	0.4305	0.0013
0	0	2.5	8.3	0.4183	0.0013
0	0	2.5	8.4	0.4141	0.0013
0	0	2.5	8.5	0.4125	0.0013
0	0	2.5	8.6	0.4088	0.0013
0	0	2.5	8.7	0.4089	0.0013
0	0	2.5	8.8	0.4073	0.0013
0	0	2.5	8.9	0.4029	0.0013
0	0	2.5	9	0.3948	0.0013
0	0	2.5	9.1	0.3898	0.0012
0	0	2.5	9.2	0.3858	0.0012
0	0	2.5	9.3	0.3814	0.0012
0	0	2.5	9.4	0.3814	0.0012
0	0	2.5	9.5	0.3799	0.0012
0	0	2.5	9.6	0.3807	0.0012
0	0	2.5	9.7	0.3751	0.0012
0	0	2.5	9.8	0.3747	0.0012
0	0	2.5	9.9	0.3698	0.0012
0	0	2.5	10	0.3653	0.0012
					
0	0	5	0.000000001	0.5383	0.0015
0	0	5	0.000000004	0.549	0.0015
0	0	5	0.000000007	0.5591	0.0015
0	0	5	0.00000001	0.565	0.0015
0	0	5	0.00000004	0.5956	0.0015
0	0	5	0.00000007	0.614	0.0016
0	0	5	0.0000001	0.6263	0.0016
0	0	5	0.0000004	0.6582	0.0016
0	0	5	0.0000007	0.6631	0.0016
0	0	5	0.000001	0.6693	0.0016
0	0	5	0.000004	0.6782	0.0016
0	0	5	0.000007	0.6823	0.0017
0	0	5	0.00001	0.6817	0.0017
0	0	5	0.00004	0.6847	0.0017
0	0	5	0.00007	0.6856	0.0017
0	0	5	0.0001	0.6856	0.0017
0	0	5	0.0004	0.684	0.0017
0	0	5	0.0007	0.6861	0.0017
0	0	5	0.001	0.6843	0.0017
0	0	5	0.004	0.6815	0.0017
0	0	5	0.007	0.6808	0.0017
0	0	5	0.01	0.6801	0.0016
0	0	5	0.04	0.6763	0.0016
0	0	5	0.07	0.6781	0.0016
0	0	5	0.1	0.6796	0.0016
0	0	5	0.2	0.6776	0.0016
0	0	5	0.3	0.6749	0.0016
0	0	5	0.4	0.6736	0.0016
0	0	5	0.5	0.6722	0.0016
0	0	5	0.6	0.6685	0.0016
0	0	5	0.7	0.6652	0.0016
0	0	5	0.8	0.6616	0.0016
0	0	5	0.9	0.6579	0.0016
0	0	5	1	0.6574	0.0016
0	0	5	1.1	0.6531	0.0016
0	0	5	1.2	0.647	0.0016
0	0	5	1.3	0.6453	0.0016
0	0	5	1.4	0.6426	0.0016
0	0	5	1.5	0.6376	0.0016
0	0	5	1.6	0.6333	0.0016
0	0	5	1.7	0.6326	0.0016
0	0	5	1.8	0.6261	0.0016
0	0	5	1.9	0.6213	0.0016
0	0	5	2	0.6203	0.0016
0	0	5	2.1	0.6185	0.0016
0	0	5	2.2	0.6131	0.0016
0	0	5	2.3	0.6098	0.0016
0	0	5	2.4	0.6048	0.0016
0	0	5	2.5	0.6025	0.0016
0	0	5	2.6	0.5991	0.0015
0	0	5	2.7	0.5969	0.0015
0	0	5	2.8	0.5943	0.0015
0	0	5	2.9	0.5982	0.0015
0	0	5	3	0.5812	0.0015
0	0	5	3.1	0.5835	0.0015
0	0	5	3.2	0.5865	0.0015
0	0	5	3.3	0.5853	0.0015
0	0	5	3.4	0.5836	0.0015
0	0	5	3.5	0.5832	0.0015
0	0	5	3.6	0.5813	0.0015
0	0	5	3.7	0.5768	0.0015
0	0	5	3.8	0.5722	0.0015
0	0	5	3.9	0.5681	0.0015
0	0	5	4	0.5659	0.0015
0	0	5	4.1	0.5603	0.0015
0	0	5	4.2	0.5538	0.0015
0	0	5	4.3	0.5467	0.0015
0	0	5	4.4	0.5398	0.0015
0	0	5	4.5	0.5354	0.0015
0	0	5	4.6	0.5333	0.0015
0	0	5	4.7	0.5248	0.0014
0	0	5	4.8	0.5255	0.0014
0	0	5	4.9	0.5201	0.0014
0	0	5	5	0.5161	0.0014
0	0	5	5.1	0.5111	0.0014
0	0	5	5.2	0.5104	0.0014
0	0	5	5.3	0.506	0.0014
0	0	5	5.4	0.5038	0.0014
0	0	5	5.5	0.5043	0.0014
0	0	5	5.6	0.499	0.0014
0	0	5	5.7	0.4971	0.0014
0	0	5	5.8	0.4941	0.0014
0	0	5	5.9	0.4935	0.0014
0	0	5	6	0.4899	0.0014
0	0	5	6.1	0.4879	0.0014
0	0	5	6.2	0.4875	0.0014
0	0	5	6.3	0.5051	0.0014
0	0	5	6.4	0.4798	0.0014
0	0	5	6.5	0.4711	0.0014
0	0	5	6.6	0.4642	0.0014
0	0	5	6.7	0.4626	0.0014
0	0	5	6.8	0.459	0.0014
0	0	5	6.9	0.4551	0.0013
0	0	5	7	0.4517	0.0013
0	0	5	7.1	0.449	0.0013
0	0	5	7.2	0.4437	0.0013
0	0	5	7.3	0.4439	0.0013
0	0	5	7.4	0.4551	0.0013
0	0	5	7.5	0.4575	0.0014
0	0	5	7.6	0.457	0.0014
0	0	5	7.7	0.4547	0.0013
0	0	5	7.8	0.4529	0.0013
0	0	5	7.9	0.4426	0.0013
0	0	5	8	0.4399	0.0013
0	0	5	8.1	0.4355	0.0013
0	0	5	8.2	0.4297	0.0013
0	0	5	8.3	0.4188	0.0013
0	0	5	8.4	0.4124	0.0013
0	0	5	8.5	0.4099	0.0013
0	0	5	8.6	0.4101	0.0013
0	0	5	8.7	0.407	0.0013
0	0	5	8.8	0.4043	0.0013
0	0	5	8.9	0.4016	0.0013
0	0	5	9	0.3949	0.0013
0	0	5	9.1	0.3894	0.0012
0	0	5	9.2	0.3838	0.0012
0	0	5	9.3	0.3808	0.0012
0	0	5	9.4	0.3792	0.0012
0	0	5	9.5	0.3772	0.0012
0	0	5	9.6	0.3777	0.0012
0	0	5	9.7	0.3755	0.0012
0	0	5	9.8	0.372	0.0012
0	0	5	9.9	0.3688	0.0012
0	0	5	10	0.3641	0.0012
					
0	0	7.5	0.000000001	0.5622	0.0015
0	0	7.5	0.000000004	0.5749	0.0015
0	0	7.5	0.000000007	0.5837	0.0015
0	0	7.5	0.00000001	0.5912	0.0015
0	0	7.5	0.00000004	0.6212	0.0016
0	0	7.5	0.00000007	0.6357	0.0016
0	0	7.5	0.0000001	0.6495	0.0016
0	0	7.5	0.0000004	0.6774	0.0016
0	0	7.5	0.0000007	0.6863	0.0017
0	0	7.5	0.000001	0.6884	0.0017
0	0	7.5	0.000004	0.6984	0.0017
0	0	7.5	0.000007	0.7005	0.0017
0	0	7.5	0.00001	0.6999	0.0017
0	0	7.5	0.00004	0.7019	0.0017
0	0	7.5	0.00007	0.7011	0.0017
0	0	7.5	0.0001	0.7015	0.0017
0	0	7.5	0.0004	0.6995	0.0017
0	0	7.5	0.0007	0.6976	0.0017
0	0	7.5	0.001	0.6984	0.0017
0	0	7.5	0.004	0.6953	0.0017
0	0	7.5	0.007	0.6945	0.0017
0	0	7.5	0.01	0.6928	0.0017
0	0	7.5	0.04	0.6916	0.0017
0	0	7.5	0.07	0.6898	0.0017
0	0	7.5	0.1	0.688	0.0017
0	0	7.5	0.2	0.6851	0.0017
0	0	7.5	0.3	0.6854	0.0017
0	0	7.5	0.4	0.6805	0.0016
0	0	7.5	0.5	0.6768	0.0016
0	0	7.5	0.6	0.672	0.0016
0	0	7.5	0.7	0.6693	0.0016
0	0	7.5	0.8	0.6661	0.0016
0	0	7.5	0.9	0.6626	0.0016
0	0	7.5	1	0.6605	0.0016
0	0	7.5	1.1	0.654	0.0016
0	0	7.5	1.2	0.65	0.0016
0	0	7.5	1.3	0.6467	0.0016
0	0	7.5	1.4	0.6419	0.0016
0	0	7.5	1.5	0.639	0.0016
0	0	7.5	1.6	0.636	0.0016
0	0	7.5	1.7	0.6312	0.0016
0	0	7.5	1.8	0.6287	0.0016
0	0	7.5	1.9	0.6235	0.0016
0	0	7.5	2	0.62	0.0016
0	0	7.5	2.1	0.6196	0.0016
0	0	7.5	2.2	0.6129	0.0016
0	0	7.5	2.3	0.6122	0.0016
0	0	7.5	2.4	0.6068	0.0016
0	0	7.5	2.5	0.6031	0.0016
0	0	7.5	2.6	0.6016	0.0016
0	0	7.5	2.7	0.5978	0.0015
0	0	7.5	2.8	0.5958	0.0015
0	0	7.5	2.9	0.5998	0.0015
0	0	7.5	3	0.5836	0.0015
0	0	7.5	3.1	0.5842	0.0015
0	0	7.5	3.2	0.5864	0.0015
0	0	7.5	3.3	0.5863	0.0015
0	0	7.5	3.4	0.5873	0.0015
0	0	7.5	3.5	0.5838	0.0015
0	0	7.5	3.6	0.5817	0.0015
0	0	7.5	3.7	0.5771	0.0015
0	0	7.5	3.8	0.5722	0.0015
0	0	7.5	3.9	0.5688	0.0015
0	0	7.5	4	0.5653	0.0015
0	0	7.5	4.1	0.559	0.0015
0	0	7.5	4.2	0.5538	0.0015
0	0	7.5	4.3	0.5444	0.0015
0	0	7.5	4.4	0.5403	0.0015
0	0	7.5	4.5	0.537	0.0015
0	0	7.5	4.6	0.5338	0.0015
0	0	7.5	4.7	0.5281	0.0015
0	0	7.5	4.8	0.5235	0.0014
0	0	7.5	4.9	0.5194	0.0014
0	0	7.5	5	0.519	0.0014
0	0	7.5	5.1	0.5134	0.0014
0	0	7.5	5.2	0.5094	0.0014
0	0	7.5	5.3	0.5065	0.0014
0	0	7.5	5.4	0.5056	0.0014
0	0	7.5	5.5	0.5018	0.0014
0	0	7.5	5.6	0.4994	0.0014
0	0	7.5	5.7	0.4965	0.0014
0	0	7.5	5.8	0.4925	0.0014
0	0	7.5	5.9	0.4911	0.0014
0	0	7.5	6	0.4889	0.0014
0	0	7.5	6.1	0.4884	0.0014
0	0	7.5	6.2	0.4899	0.0014
0	0	7.5	6.3	0.5088	0.0014
0	0	7.5	6.4	0.481	0.0014
0	0	7.5	6.5	0.4705	0.0014
0	0	7.5	6.6	0.4636	0.0014
0	0	7.5	6.7	0.4634	0.0014
0	0	7.5	6.8	0.458	0.0014
0	0	7.5	6.9	0.4567	0.0014
0	0	7.5	7	0.4515	0.0013
0	0	7.5	7.1	0.4477	0.0013
0	0	7.5	7.2	0.4442	0.0013
0	0	7.5	7.3	0.444	0.0013
0	0	7.5	7.4	0.4537	0.0013
0	0	7.5	7.5	0.4577	0.0014
0	0	7.5	7.6	0.4559	0.0014
0	0	7.5	7.7	0.4556	0.0013
0	0	7.5	7.8	0.4508	0.0013
0	0	7.5	7.9	0.4434	0.0013
0	0	7.5	8	0.4389	0.0013
0	0	7.5	8.1	0.438	0.0013
0	0	7.5	8.2	0.4281	0.0013
0	0	7.5	8.3	0.4164	0.0013
0	0	7.5	8.4	0.4124	0.0013
0	0	7.5	8.5	0.4114	0.0013
0	0	7.5	8.6	0.4103	0.0013
0	0	7.5	8.7	0.4073	0.0013
0	0	7.5	8.8	0.4048	0.0013
0	0	7.5	8.9	0.401	0.0013
0	0	7.5	9	0.3957	0.0013
0	0	7.5	9.1	0.3902	0.0012
0	0	7.5	9.2	0.3828	0.0012
0	0	7.5	9.3	0.3813	0.0012
0	0	7.5	9.4	0.3808	0.0012
0	0	7.5	9.5	0.3792	0.0012
0	0	7.5	9.6	0.3808	0.0012
0	0	7.5	9.7	0.3766	0.0012
0	0	7.5	9.8	0.3707	0.0012
0	0	7.5	9.9	0.3683	0.0012
0	0	7.5	10	0.3667	0.0012
					
0	0	10	0.000000001	0.5806	0.0015
0	0	10	0.000000004	0.5932	0.0015
0	0	10	0.000000007	0.6034	0.0016
0	0	10	0.00000001	0.6115	0.0016
0	0	10	0.00000004	0.6429	0.0016
0	0	10	0.00000007	0.6573	0.0016
0	0	10	0.0000001	0.6707	0.0016
0	0	10	0.0000004	0.6994	0.0017
0	0	10	0.0000007	0.703	0.0017
0	0	10	0.000001	0.7078	0.0017
0	0	10	0.000004	0.7137	0.0017
0	0	10	0.000007	0.7155	0.0017
0	0	10	0.00001	0.7157	0.0017
0	0	10	0.00004	0.7153	0.0017
0	0	10	0.00007	0.714	0.0017
0	0	10	0.0001	0.7145	0.0017
0	0	10	0.0004	0.712	0.0017
0	0	10	0.0007	0.7104	0.0017
0	0	10	0.001	0.7084	0.0017
0	0	10	0.004	0.704	0.0017
0	0	10	0.007	0.7043	0.0017
0	0	10	0.01	0.7015	0.0017
0	0	10	0.04	0.6991	0.0017
0	0	10	0.07	0.6966	0.0017
0	0	10	0.1	0.6954	0.0017
0	0	10	0.2	0.6902	0.0017
0	0	10	0.3	0.6875	0.0017
0	0	10	0.4	0.6813	0.0017
0	0	10	0.5	0.6777	0.0016
0	0	10	0.6	0.6714	0.0016
0	0	10	0.7	0.6702	0.0016
0	0	10	0.8	0.6649	0.0016
0	0	10	0.9	0.6611	0.0016
0	0	10	1	0.6593	0.0016
0	0	10	1.1	0.6543	0.0016
0	0	10	1.2	0.6493	0.0016
0	0	10	1.3	0.6442	0.0016
0	0	10	1.4	0.6406	0.0016
0	0	10	1.5	0.6369	0.0016
0	0	10	1.6	0.6325	0.0016
0	0	10	1.7	0.6271	0.0016
0	0	10	1.8	0.624	0.0016
0	0	10	1.9	0.6208	0.0016
0	0	10	2	0.6162	0.0016
0	0	10	2.1	0.6162	0.0016
0	0	10	2.2	0.6098	0.0016
0	0	10	2.3	0.6057	0.0016
0	0	10	2.4	0.604	0.0016
0	0	10	2.5	0.5985	0.0015
0	0	10	2.6	0.5979	0.0015
0	0	10	2.7	0.5926	0.0015
0	0	10	2.8	0.5913	0.0015
0	0	10	2.9	0.5932	0.0015
0	0	10	3	0.5796	0.0015
0	0	10	3.1	0.5796	0.0015
0	0	10	3.2	0.5795	0.0015
0	0	10	3.3	0.5827	0.0015
0	0	10	3.4	0.582	0.0015
0	0	10	3.5	0.5796	0.0015
0	0	10	3.6	0.5772	0.0015
0	0	10	3.7	0.5723	0.0015
0	0	10	3.8	0.5684	0.0015
0	0	10	3.9	0.5638	0.0015
0	0	10	4	0.5602	0.0015
0	0	10	4.1	0.5558	0.0015
0	0	10	4.2	0.5495	0.0015
0	0	10	4.3	0.5413	0.0015
0	0	10	4.4	0.5372	0.0015
0	0	10	4.5	0.5315	0.0015
0	0	10	4.6	0.5272	0.0015
0	0	10	4.7	0.523	0.0014
0	0	10	4.8	0.5198	0.0014
0	0	10	4.9	0.5154	0.0014
0	0	10	5	0.5125	0.0014
0	0	10	5.1	0.5092	0.0014
0	0	10	5.2	0.5045	0.0014
0	0	10	5.3	0.5015	0.0014
0	0	10	5.4	0.5026	0.0014
0	0	10	5.5	0.5017	0.0014
0	0	10	5.6	0.498	0.0014
0	0	10	5.7	0.4899	0.0014
0	0	10	5.8	0.4909	0.0014
0	0	10	5.9	0.4892	0.0014
0	0	10	6	0.4874	0.0014
0	0	10	6.1	0.486	0.0014
0	0	10	6.2	0.4876	0.0014
0	0	10	6.3	0.5044	0.0014
0	0	10	6.4	0.4762	0.0014
0	0	10	6.5	0.4662	0.0014
0	0	10	6.6	0.4588	0.0014
0	0	10	6.7	0.46	0.0014
0	0	10	6.8	0.4546	0.0013
0	0	10	6.9	0.453	0.0013
0	0	10	7	0.4492	0.0013
0	0	10	7.1	0.4444	0.0013
0	0	10	7.2	0.4429	0.0013
0	0	10	7.3	0.4433	0.0013
0	0	10	7.4	0.452	0.0013
0	0	10	7.5	0.4548	0.0013
0	0	10	7.6	0.4535	0.0013
0	0	10	7.7	0.4514	0.0013
0	0	10	7.8	0.4498	0.0013
0	0	10	7.9	0.4409	0.0013
0	0	10	8	0.435	0.0013
0	0	10	8.1	0.4327	0.0013
0	0	10	8.2	0.4262	0.0013
0	0	10	8.3	0.4153	0.0013
0	0	10	8.4	0.4102	0.0013
0	0	10	8.5	0.408	0.0013
0	0	10	8.6	0.4058	0.0013
0	0	10	8.7	0.4056	0.0013
0	0	10	8.8	0.404	0.0013
0	0	10	8.9	0.3979	0.0013
0	0	10	9	0.3903	0.0012
0	0	10	9.1	0.3878	0.0012
0	0	10	9.2	0.382	0.0012
0	0	10	9.3	0.3772	0.0012
0	0	10	9.4	0.3769	0.0012
0	0	10	9.5	0.3728	0.0012
0	0	10	9.6	0.3758	0.0012
0	0	10	9.7	0.373	0.0012
0	0	10	9.8	0.3713	0.0012
0	0	10	9.9	0.3667	0.0012
0	0	10	10	0.363	0.0012

