3051	1328568	204374	83132502140	2519758781300	3.29922	3.81636	3.27404
3052	1756508	273169	111085710500	3480380479900	3.19177	3.70155	3.05146
3053	1892406	293551	119473177320	3647415713580	3.27556	3.63447	3.24877
3054	1841812	262416	106779191220	3233580982280	3.3022	3.54218	3.13671
3055	2082726	295249	120100944280	3634397133860	3.30456	3.81798	3.14803
3056	2016920	286689	116631797640	3542763974180	3.29211	3.74989	3.18313
3057	1892912	280530	114127856580	3469369568560	3.28958	3.79336	3.24849
3058	1986934	301766	122746617400	3689575690480	3.32685	3.81462	3.23921
3059	1859778	269747	109731843360	3317968057640	3.3072	3.64241	3.25061
3060	1934728	288208	117168004300	3925630854520	2.98469	3.45281	2.94492
3061	1617372	240272	97719477960	3014374245020	3.24178	3.68101	3.13689
3062	2025026	307753	125132278580	3921448896200	3.19097	3.54693	3.07874
3063	1707846	254279	103397352820	3152418916280	3.27994	4.12743	3.29504
3066	2153086	317192	129041584640	3971960449580	3.24881	4.85079	2.77648
3067	1754166	258972	105330633860	3263227619360	3.22781	3.74613	3.20223
3068	2060870	289445	117739527640	3554212808120	3.31268	4.6665	2.87829
3069	802788	127908	51937490220	1829644254000	2.83867	3.34445	2.84957
3070	1922824	289799	117866786800	3628244805660	3.24859	3.66777	3.17568
3071	1908306	296280	120375491160	4093609698920	2.94057	3.3456	2.8533
3072	1877752	289962	117896279540	3739983395000	3.15232	3.69586	3.13276
3073	1650066	250268	101799749800	3115449929480	3.26758	3.9352	3.04093
3074	1937022	294166	119677967700	3639572408140	3.28824	4.88266	2.88297
3075	1958312	303801	123618392840	3696853911120	3.34388	3.68345	3.25583
3076	1824278	288030	117180409900	3507548555780	3.34081	3.80462	3.14359
3078	2007432	298930	121627465220	3646958901520	3.33504	3.81433	3.2802
3079	1624422	230712	93858854940	2795744125700	3.3572	4.06975	3.38792
3080	2014064	292451	118979356860	3558197801060	3.34381	3.69654	3.2359
3081	1929846	281442	114530849400	3432625620580	3.33654	3.78365	3.11934
3083	1990842	283593	115412579840	3486103443080	3.31065	3.72066	3.08576
3084	1840558	255232	103816397280	3144667295160	3.30135	3.67472	3.25836
3085	1779396	267138	108675742480	3334474119200	3.25916	3.73426	3.17568
3087	1555494	241386	98187654260	2992486294900	3.28114	3.65357	3.25485
3088	1784592	271140	110220419300	3434684832500	3.20904	3.66243	3.1198
3089	1837294	278756	113412917360	3445822981000	3.29132	3.82393	3.26986
3090	425810	63659	25905725280	776247407180	3.3373	3.93248	3.37122
